city_name,road_name,fclass,geometry,maxspeed
Albi,"Rue du Général Giraud, Boulevard Carnot, Rue René Rouquier, None, Boulevard Roger Salengro, Quai Choiseul, Pont Vieux, Rue de la Rivière, Lices Georges Pompidou, Rue de Finlande, None, Rue des Chalets, Rue Charles Portal, Rue de Finlande, Place Lapérouse, Rue Charles Portal, Place du Maquis, Boulevard Valmy, Boulevard Valmy, Rue de la République, Place Jean Jaurès, Lices Jean Moulin, Place du Vigan, Lices Georges Pompidou, Place Jean Jaurès, None, None, Rue Hippolyte Savary, Place Jean Jaurès, Boulevard Edouard Andrieu, Avenue Maréchal de Lattre de Tassigny, Place Saint-Amarand, Avenue Colonel Teyssier, None, Boulevard du Lude, Boulevard Montebello, Avenue du Maréchal Foch, Place Stalingrad, Rue Rinaldi, Boulevard de Strasbourg, Rue Rinaldi, Avenue Albert Thomas, Rue Charles Portal, Boulevard Général Sibille, Avenue Dembourg, Place Jean Jaurès, Avenue du Maréchal Foch, Avenue du Maréchal Foch, Avenue du Maréchal Foch, Avenue du Général de Gaulle, Boulevard du Lude, Rue Rinaldi, Boulevard Roger Salengro, Boulevard Roger Salengro, Boulevard Roger Salengro, Avenue Gambetta, Avenue Gambetta, Lices Georges Pompidou, Avenue du Général de Gaulle, Boulevard Carnot, Place Stalingrad, Avenue Maréchal Joffre, Boulevard Paul Bodin, Boulevard Carnot, Boulevard Carnot, Avenue Maréchal de Lattre de Tassigny, Rue Charles Portal, None, Avenue Gambetta, Avenue Gambetta, Avenue Gambetta, Lices Georges Pompidou, Avenue Colonel Teyssier, Boulevard Valmy, None, None, None, Lices Georges Pompidou, None, Lices Georges Pompidou, Place Jean Jaurès, Boulevard Carnot, Avenue Colonel Teyssier, Avenue Gambetta, None, None, None, Avenue Général de Gaulle, Boulevard Carnot, Avenue du Général de Gaulle, Avenue du Général de Gaulle, Boulevard du Lude, Boulevard de Strasbourg, Boulevard de Strasbourg, Boulevard de Strasbourg, Rue Rinaldi, Pont Neuf, Boulevard du Lude, Boulevard du Lude, Avenue Gambetta, Avenue Gambetta, Boulevard E Andrieu, Boulevard E Andrieu, Boulevard Montebello, Boulevard Paul Bodin, Boulevard Montebello, Boulevard Paul Bodin, Rue de la République, Rue Hippolyte Savary, Place Jean Jaurès, Rue Charles Portal, Rue Charles Portal, Rue Charles Portal, Rue du Capitaine Julia, Rue Rinaldi, Avenue du Général de Gaulle, Place Jean Jaurès, Place Jean Jaurès, Place Jean Jaurès, Place Jean Jaurès, Lices Jean Moulin, Lices Georges Pompidou, Lices Georges Pompidou, Boulevard Edouard Andrieu, Lices Jean Moulin, Lices Jean Moulin, Lices Georges Pompidou, Rue de la République, Lices Georges Pompidou, None, Place du Vigan, Avenue Colonel Teyssier, Boulevard Montebello, Boulevard Edouard Andrieu, Avenue Gambetta, Place Lapérouse, Avenue Gambetta, None, Rue du Général Giraud, Avenue Maréchal de Lattre de Tassigny, Avenue Maréchal de Lattre de Tassigny, None, Place Stalingrad","tertiary, secondary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, primary, tertiary, secondary, tertiary, tertiary, tertiary, secondary, tertiary, secondary, secondary, secondary, primary, primary, primary, primary, primary, primary, secondary, secondary, secondary, primary, secondary, primary, primary, secondary, secondary, secondary, secondary, primary, secondary, tertiary, primary, tertiary, primary, tertiary, tertiary, primary, primary, primary, primary, primary, secondary, secondary, tertiary, tertiary, tertiary, tertiary, primary, primary, primary, secondary, secondary, secondary, secondary, secondary, secondary, secondary, primary, tertiary, tertiary, primary, primary, primary, primary, secondary, secondary, secondary, primary, primary, primary, secondary, primary, primary, secondary, secondary, primary, primary, secondary, secondary, secondary, secondary, secondary, secondary, secondary, primary, primary, primary, tertiary, primary, secondary, secondary, primary, primary, secondary, secondary, secondary, secondary, secondary, secondary, primary, secondary, primary, tertiary, tertiary, tertiary, tertiary, tertiary, secondary, primary, primary, primary, primary, primary, primary, primary, secondary, primary, primary, primary, primary, primary, secondary, primary, secondary, secondary, secondary, primary, secondary, primary, secondary, tertiary, primary, primary, primary, secondary","LINESTRING (2.139874500000001 43.9238266, 2.1397167000000006 43.92354199999998, 2.1393898999999994 43.92295340000001, 2.1392705000000007 43.9227384, 2.1391700999999994 43.9225766, 2.1391102 43.922498299999994, 2.139072200000001 43.9224535)","0, 50, 0, 0, 50, 30, 30, 30, 50, 0, 0, 0, 50, 50, 50, 50, 0, 50, 50, 50, 0, 30, 50, 30, 30, 30, 30, 30, 0, 0, 50, 0, 50, 0, 50, 0, 50, 50, 30, 50, 30, 50, 50, 30, 50, 0, 50, 50, 50, 50, 50, 30, 50, 50, 50, 0, 50, 50, 50, 50, 0, 50, 50, 30, 50, 30, 0, 0, 0, 0, 50, 30, 50, 50, 0, 50, 0, 30, 0, 30, 50, 30, 50, 50, 30, 0, 0, 0, 0, 0, 0, 50, 50, 50, 50, 30, 0, 50, 50, 0, 0, 0, 0, 0, 50, 0, 50, 50, 30, 50, 50, 50, 50, 0, 30, 0, 50, 50, 30, 30, 30, 30, 30, 0, 30, 30, 30, 50, 30, 30, 50, 50, 0, 0, 50, 50, 0, 0, 0, 30, 50, 50, 0"
Auch,"Rue Irénée David, Rue Voltaire, Rue Eugène Sue, Rue Pasteur, Boulevard Roquelaure, Place Jean David, Rue de Châteaudun, Avenue de l'Yser, Place du 14 Juillet, Avenue de la Marne, Place de Verdun, Rue d'Etigny, Rue Rouget de Lisle, Avenue Pierre Mendes-France, Avenue d'Alsace, Boulevard Sadi Carnot, Avenue Hoche, Pont de Lagarrasic, Rue du Général de Gaulle, Rue Gambetta, Rue Gambetta, Rue Augusta, Boulevard Sadi Carnot, Pont du Prieuré, Boulevard Sadi Carnot, Boulevard Sadi Carnot, Rue du Repos, Rue de Metz, Pont de Lagarrasic, Place de la Liberté, Rue de l'Égalité, Rue de Barran, Rue d'Embaquès, Avenue Pierre de Montesquiou, Chemin de la Pause, Place Villaret Joyeuse, Rue de Lorraine, Rue Victor Hugo, Rue Victor Hugo, Rue Gambetta, Boulevard Sadi Carnot, Rue d'Etigny, Rue d'Etigny, Avenue de l'Yser, None, Avenue Pierre Mendes-France, Avenue de la Marne, Place Villaret Joyeuse, Rue Irénée David, Rue Docteur Samalens, Rue Victor Hugo, Rue Victor Hugo, Rue d'Embaquès, Rue de Metz, Avenue d'Alsace, Pont de la Treille, Boulevard Sadi Carnot, Rue de Metz, Rue Docteur Samalens, Rue Victor Hugo, Rue Louis Villanova, Place Villaret Joyeuse, Place Villaret Joyeuse, Place Villaret Joyeuse, Avenue d'Alsace, Avenue d'Alsace, Pont de Lagarrasic, Rue du 11 Novembre, Boulevard Sadi Carnot, Rue du Pont National, Rue de Lorraine, Rue de Lorraine, Rue Eugène Sue, Avenue des Pyrénées, Avenue des Pyrénées, Avenue des Pyrénées, Avenue des Pyrénées, Avenue Pierre Mendes-France, Avenue Pierre Mendes-France, Rue Rouget de Lisle, Rue de Lorraine, Rue de Lorraine, Avenue Pierre Mendes-France, Avenue Pierre Mendes-France, Avenue Pierre Mendes-France, Avenue de l'Yser, Avenue de l'Yser, Rue du 8 Mai, Rue du 8 Mai, Rue du 8 Mai, Rue du 8 Mai, Rue du 8 Mai, Rue du Repos, Rue du Repos, Rue du Repos, Rue du Repos, Rue Rouget de Lisle, Rue Irénée David, Avenue Hoche, Rue Victor Hugo, Boulevard Sadi Carnot, Boulevard Sadi Carnot, Rue Gambetta, Place Villaret Joyeuse, Rue de Lorraine, Boulevard Sadi Carnot, Boulevard Sadi Carnot, Rue de Lorraine, Rue d'Assas, Pont de Lagarrasic, Rue Irénée David, Pont de Lagarrasic, Rue d'Assas, Rue Rouget de Lisle, Rue Rouget de Lisle, Rue du 11 Novembre, Avenue de la Marne","secondary, tertiary, secondary, secondary, tertiary, secondary, tertiary, primary, tertiary, secondary, primary, secondary, primary, tertiary, primary, primary, primary, secondary, tertiary, tertiary, tertiary, tertiary, primary, primary, primary, primary, tertiary, secondary, secondary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, secondary, secondary, secondary, secondary, secondary, primary, secondary, secondary, primary, primary, tertiary, secondary, secondary, secondary, secondary, secondary, secondary, tertiary, secondary, primary, primary, primary, secondary, secondary, secondary, tertiary, tertiary, tertiary, tertiary, primary, primary, secondary, secondary, primary, tertiary, secondary, secondary, secondary, primary, primary, primary, primary, tertiary, tertiary, secondary, secondary, secondary, tertiary, tertiary, tertiary, primary, primary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, primary, secondary, primary, secondary, primary, primary, secondary, secondary, secondary, secondary, primary, secondary, secondary, secondary, secondary, secondary, secondary, secondary, secondary, secondary, secondary","LINESTRING (0.5886043000000003 43.6448062, 0.5885740000000002 43.64479690000002, 0.5885520000000006 43.64478520000001, 0.5885246999999998 43.644762400000005, 0.5885072000000001 43.64473340000001, 0.5885038000000005 43.64469270000002, 0.5885183000000002 43.644643200000004, 0.5885447000000005 43.644553800000004, 0.5885732000000002 43.643953999999994, 0.5885969999999997 43.643772600000005, 0.5886111000000004 43.643691200000006, 0.5886149000000006 43.643669299999985, 0.5886377 43.64357329999999, 0.5886567 43.6435284)","0, 0, 0, 0, 0, 0, 0, 50, 0, 50, 0, 0, 0, 0, 30, 0, 50, 0, 0, 0, 0, 0, 50, 50, 0, 0, 30, 50, 0, 0, 0, 0, 30, 0, 0, 0, 0, 50, 50, 0, 0, 30, 0, 50, 0, 0, 50, 0, 0, 50, 50, 50, 30, 0, 30, 30, 50, 50, 50, 50, 0, 0, 0, 0, 30, 30, 0, 0, 50, 0, 0, 0, 0, 50, 50, 50, 50, 0, 0, 0, 0, 0, 0, 0, 0, 50, 50, 30, 30, 30, 30, 30, 30, 30, 30, 30, 0, 0, 50, 50, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 50"
Auterive,"Rue Jean Proudhom, None, None, None, Rue Ferdinand Buisson, Rue Émile Zola, None, None, Route d'Espagne, Route de Mauressac, Rue Michelet, Route de Grépiac, None, Route de Capens, Rue Étienne Billières, None, Rue Camille Pelletan, Rue Anatole France, Place Saint-Roch, Route de Grépiac, None, None, Route d'Auragne, Rue Anatole France, Rue Anatole France, None, Rue Émile Zola, Rue Émile Zola, Route de Toulouse, Rue Jean Jaurès, Avenue de Nailloux, Rue Jean Proudhom, Route de Cintegabelle, None, Boulevard Jules Guesde, Boulevard Jules Guesde, Avenue de Nailloux, None, None, Avenue d'Hermannsburg, Avenue de Nailloux, Route de Miremont, Place Pierre Curie, Route de Grépiac, Route de Grépiac, Rue Camille Pelletan, Route d'Espagne, Route d'Espagne, Route de Toulouse, Route de Toulouse, Route de Toulouse, None, None, None, None, Boulevard Jules Guesde, Boulevard Jules Guesde, Boulevard Jules Guesde, Route de Toulouse, Route de Toulouse, Boulevard Jules Guesde, Boulevard Jules Guesde, Route de Mauressac, Route de Mauressac, Route de Mauressac, Route de Mauressac, Route de Toulouse, Route de Toulouse, Route de Toulouse, Route de Toulouse, Route de Toulouse, Route de Toulouse, Route de Toulouse, Rue Émile Zola, Rue Ferdinand Buisson, Place du 8 Mai 1945, Avenue de Nailloux, Avenue de Nailloux, Avenue de Nailloux, Route de Grépiac, Route de Grépiac, None, Boulevard Jules Guesde, Rue Ferdinand Buisson, Route de Cintegabelle, Rue Jean Proudhom, None, None, Route de Grépiac, Route de Toulouse, Route de Toulouse, Route de Toulouse, Rue Étienne Billières, Route de Toulouse, Rue Étienne Billières, None, None","secondary, secondary, primary, primary, tertiary, secondary, primary, secondary, primary, tertiary, tertiary, tertiary, tertiary, secondary, tertiary, secondary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, secondary, secondary, primary, secondary, secondary, secondary, tertiary, secondary, secondary, secondary, secondary, secondary, secondary, tertiary, secondary, tertiary, secondary, tertiary, tertiary, tertiary, primary, primary, primary, primary, primary, tertiary, tertiary, tertiary, tertiary, secondary, secondary, secondary, primary, primary, secondary, secondary, tertiary, tertiary, tertiary, tertiary, primary, primary, primary, primary, primary, primary, primary, secondary, tertiary, secondary, secondary, secondary, secondary, tertiary, tertiary, secondary, secondary, tertiary, tertiary, secondary, secondary, secondary, tertiary, primary, primary, primary, tertiary, primary, tertiary, secondary, secondary","LINESTRING (1.477475700000001 43.3512093, 1.477381 43.3514353, 1.4773569999999996 43.351465900000015, 1.4773214000000003 43.3515111, 1.4773024999999997 43.351535200000015)","50, 50, 50, 50, 0, 50, 50, 0, 50, 50, 30, 80, 0, 50, 0, 0, 30, 0, 30, 30, 0, 0, 0, 0, 0, 0, 50, 50, 50, 0, 80, 50, 50, 50, 30, 50, 30, 50, 50, 0, 50, 0, 0, 30, 50, 30, 50, 50, 50, 50, 50, 0, 0, 0, 30, 50, 30, 0, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 0, 0, 0, 0, 0, 30, 30, 50, 50, 0, 30, 50, 50, 50, 50, 50, 50, 50, 0, 50, 0, 0, 0"
Balma,"Avenue des Aérostiers, Avenue des Aérostiers, Avenue des Aérostiers, Rond-Point des Aérostiers, Avenue de Toulouse, Avenue des Aérostiers, Route de Mons, Avenue Victor Hugo, Avenue Victor Hugo, Avenue Victor Hugo, Avenue Victor Hugo, Rond-Point Saliège, Avenue de la Plaine, Avenue de la Plaine, Avenue du Calvel, Rue Saint-Jean, Route de Pin-Balma, None, Avenue des Arènes, Avenue des Arènes, Avenue des Arènes, Avenue des Arènes, Avenue des Arènes, None, Avenue des Arènes, Avenue des Arènes, Avenue François Mitterrand, Avenue François Mitterrand, Avenue du Calvel, Avenue François Mitterrand, Avenue de Toulouse, Avenue des Aérostiers, Avenue de Toulouse, Avenue des Aérostiers, Rue Saint-Jean, Avenue François Mitterrand, Avenue de Lasbordes, Rond-Point du Grand 14, Avenue des Aérostiers, Avenue des Aérostiers, Avenue des Aérostiers, Avenue de la Plaine, Rue Saint-Jean, Rue Saint-Jean, Rue Saint-Jean, Rue Saint-Jean, Route de Pin-Balma, Avenue des Aérostiers, Route de Mons, Avenue de Lagarde, Avenue des Aérostiers, Avenue des Aérostiers, Avenue du Calvel, Avenue du Calvel, Avenue Pierre Coupeau, Avenue de Lasbordes, Rue Saint-Jean, Rue Saint-Jean, Rue Saint-Jean, Avenue des Aérostiers, Rue Saint-Jean, Rue Saint-Jean, Route de Mons, Avenue François Mitterrand, Avenue François Mitterrand, Avenue Victor Hugo, Avenue Victor Hugo, Avenue de Lasbordes, Avenue de Lasbordes, Avenue de Lasbordes, Avenue de Lasbordes, Avenue de Toulouse, Avenue de Toulouse, Avenue des Arènes, Avenue des Aérostiers, Rue Saint-Jean, Avenue des Arènes, Avenue des Arènes, Avenue Victor Hugo, Avenue Victor Hugo, Avenue Victor Hugo, Avenue Victor Hugo, Avenue Suzanne Lenglen, Avenue Suzanne Lenglen, Avenue de la Plaine, Avenue de la Plaine, Avenue de la Plaine, Avenue de la Plaine, Avenue des Arènes, Avenue des Arènes, Avenue des Arènes, Avenue de la Plaine, Avenue de la Plaine, Avenue Victor Hugo, Boulevard Als Cambiots, Boulevard Als Cambiots, Boulevard Als Cambiots, Boulevard Als Cambiots, Boulevard Als Cambiots, Boulevard Als Cambiots, Rond-Point des Aérostiers, Rond-Point des Aérostiers, Rond-Point des Aérostiers, Avenue François Mitterrand, Route de Pin-Balma, Route de Pin-Balma, Route de Pin-Balma, Rond-Point de Lagarde, Avenue des Aérostiers, Avenue des Aérostiers, Avenue des Aérostiers, Avenue des Arènes, Rue Saint-Jean, Rue Saint-Jean, Rue Saint-Jean, Rue Saint-Jean, Rue Saint-Jean, Rue Saint-Jean, Rue Saint-Jean, Rue Saint-Jean, Rue Saint-Jean, Rue Saint-Jean, Avenue de Lasbordes, Rue Saint-Jean, Rue Saint-Jean, Avenue de la Plaine, Avenue de la Plaine, Avenue de la Plaine, Avenue de la Plaine, Avenue de la Plaine, Avenue de la Plaine, Avenue des Arènes, Avenue des Arènes, Avenue des Arènes, Avenue des Arènes, Avenue des Arènes, Avenue des Arènes, Avenue des Arènes, Avenue des Arènes, Avenue des Arènes, Avenue des Arènes, Avenue Victor Hugo, Avenue François Mitterrand, Route de Mons, Route de Mons, Avenue François Mitterrand, Avenue des Aérostiers, Avenue des Aérostiers, Route de Mons, Route de Mons, Avenue Pierre Coupeau, Avenue Pierre Coupeau, Avenue de Toulouse, Avenue de Toulouse, Avenue des Aérostiers, Avenue des Aérostiers, Rond-Point de Lagarde, Rond-Point de Lagarde, Rond-Point de Lagarde, Rond-Point Saliège, Rond-Point Saliège, Rond-Point Saliège, Rond-Point du Grand 14, Rond-Point du Grand 14, Rond-Point du Grand 14, Avenue François Mitterrand, Rond-Point de Lagarde, Rond-Point Als Cambiots, Boulevard Als Cambiots, Route de Mons, Route de Pin-Balma, Route de Pin-Balma, None, Avenue des Arènes, Avenue de Lasbordes, Avenue de Lasbordes, Route de Mons, Route de Mons, Route de Mons, Rond-Point Als Cambiots, Rond-Point Als Cambiots, Rond-Point Als Cambiots, Rond-Point Als Cambiots, Rond-Point Als Cambiots, Rond-Point Als Cambiots, Rond-Point Als Cambiots","secondary, secondary, secondary, secondary, secondary, secondary, secondary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, secondary, secondary, secondary, secondary, tertiary, tertiary, tertiary, tertiary, secondary, secondary, secondary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, secondary, secondary, tertiary, secondary, secondary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, secondary, tertiary, tertiary, secondary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, secondary, secondary, tertiary, secondary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, secondary, secondary, secondary, tertiary, tertiary, tertiary, tertiary, tertiary, secondary, secondary, secondary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, secondary, secondary, tertiary, secondary, secondary, secondary, secondary, tertiary, tertiary, secondary, secondary, secondary, secondary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, secondary, tertiary, secondary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, secondary, secondary, secondary, secondary, secondary, secondary, secondary, secondary, secondary, secondary","LINESTRING (1.4874662000000003 43.60822279999999, 1.4873688999999994 43.608159400000005, 1.4873479000000005 43.60814569999999, 1.4872252000000006 43.60809669999999, 1.4866552999999996 43.60791980000001, 1.4864742000000009 43.607861799999974, 1.4860408000000007 43.6077128)","50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 0, 50, 50, 50, 30, 30, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 30, 0, 50, 50, 50, 50, 30, 0, 50, 50, 50, 50, 50, 50, 50, 50, 30, 50, 50, 50, 50, 50, 50, 50, 30, 20, 30, 30, 30, 50, 30, 30, 30, 50, 50, 50, 50, 50, 50, 50, 50, 30, 30, 50, 50, 30, 30, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 30, 30, 30, 30, 30, 30, 50, 50, 50, 50, 30, 30, 30, 50, 50, 50, 50, 50, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 30, 30, 50, 0, 50, 30, 30, 30, 30, 50, 50, 50, 50, 50, 50, 50, 0, 0, 0, 0, 0, 0, 50, 50, 30, 30, 30, 30, 30, 50, 50, 30, 30, 30, 30, 50, 30, 30, 30, 30, 30, 30, 30"
Blagnac,"Rue de Bûches, Avenue de Cornebarrieu, None, Allée des Mûriers, Avenue du Parc, Rue Prosper Ferradou, Rue Prosper Ferradou, Rue de Bûches, Avenue de Cornebarrieu, Place du Relais, Rue Prosper Ferradou, Avenue du Général Compans, Route de Grenade, Avenue du Général Compans, Avenue Lucien Servanty, Route de Grenade, Rue du Docteur Guimbaud, Route de Grenade, Route de Grenade, Rue du Docteur Guimbaud, Rue Prosper Ferradou, Rue Prosper Ferradou, Route de Grenade, Route de Grenade, Avenue du Parc, Avenue du Parc, Avenue du Parc, Avenue du Parc, Avenue du Parc, Avenue du Parc, Avenue du Parc, Avenue du Parc, Avenue du Parc, Avenue du Parc, Avenue du Parc, Rue de Guyenne, Avenue du Parc, Avenue du Parc, Avenue du Parc, None, Rue du Docteur Guimbaud, Rue du Docteur Guimbaud, Avenue du Général Compans, Route de Grenade, Route de Grenade, Route de Grenade, Avenue de Cornebarrieu, Avenue de Cornebarrieu, Avenue Lucien Servanty, Allée des Mûriers, Rue de Guyenne, Rue de Guyenne, Place du Relais, Place du Relais, Place du Relais, Place du Relais, Place du Relais, Place du Relais, Place du Relais, None, None, None, None, None, None, None, None, None, Avenue du Parc, Avenue du Parc, Avenue du Parc, Avenue du Parc, Rue de Guyenne, Avenue de Cornebarrieu","secondary, tertiary, tertiary, tertiary, tertiary, secondary, secondary, secondary, tertiary, secondary, secondary, secondary, tertiary, secondary, tertiary, tertiary, secondary, tertiary, tertiary, secondary, secondary, secondary, secondary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, secondary, secondary, secondary, secondary, tertiary, secondary, secondary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, secondary, secondary, secondary, secondary, secondary, secondary, secondary, secondary, secondary, secondary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary","LINESTRING (1.3968576 43.635225399999996, 1.396808600000001 43.635247699999994, 1.396716099999999 43.63526440000001, 1.3964589000000005 43.635316599999996, 1.3964105999999998 43.6353303)","30, 30, 30, 30, 30, 20, 20, 30, 30, 30, 20, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30"
Cahors,"Boulevard Léon Gambetta, Quai Ségur d'Aguesseau, Cours Vaxis, Avenue André Breton, Quai Eugène Cavaignac, Allée des Soupirs, Pont de Cabessut, Rue Émile Zola, Rue Pierre Mendès-France, Place de la Verrerie, Avenue André Breton, Pont Stéphane-Hessel, Rond-Point Docteur Jean Baron, Côte des Évêques, Pont Louis-Philippe, Pont de Cabessut, Boulevard Léon Gambetta, Boulevard Léon Gambetta, Boulevard Léon Gambetta, Côte de Roquebilière, Boulevard Léon Gambetta, Rue de la Barre, None, Avenue Maréchal de Lattre de Tassigny, Rue René Villars, Avenue André Breton, Quai Champollion, Rue du Docteur Jean Ségala, Rue du Docteur Jean Ségala, Avenue du Maquis, Avenue Maryse Bastié, Avenue Guynemer, Avenue Maryse Bastié, Avenue André Breton, Avenue Mermoz-Collenot, Chemin de la Chartreuse, Rond-Point des Médaillés Militaires, Avenue Guynemer, Avenue Guynemer, Route de Lacapelle, Avenue Maryse Bastié, Avenue André Breton, Avenue André Breton, Quai de Regourd, None, Avenue du 7e Régiment d'Infanterie, Avenue du 7e Régiment d'Infanterie, Avenue du 7e Régiment d'Infanterie, Rue du Docteur Jean Ségala, Rue des Jacobins, Avenue Pierre Semard, Boulevard Léon Gambetta, Rue des Jacobins, Rue des Jacobins, Avenue du Maquis, None, Avenue du 7e Régiment d'Infanterie, Avenue Mermoz-Collenot, Avenue Guynemer, Boulevard Léon Gambetta, None, None, Boulevard Léon Gambetta, Route de Lacapelle, Rue des Jacobins, Allée des Soupirs, Avenue Pierre Semard, Boulevard Léon Gambetta, Rue Émile Zola, Rue Pierre Mendès-France, Boulevard Léon Gambetta, Boulevard Léon Gambetta, Boulevard Léon Gambetta, Avenue du 7e Régiment d'Infanterie, Quai Champollion, Boulevard Léon Gambetta, Rue Pierre Mendès-France, Boulevard Léon Gambetta, Route de Laroque, Allée des Soupirs, Place de la Verrerie, Quai de Regourd, Rue de la Barre, Avenue Pierre Semard","primary, primary, primary, tertiary, tertiary, tertiary, tertiary, secondary, secondary, tertiary, tertiary, tertiary, primary, primary, primary, tertiary, secondary, secondary, secondary, tertiary, secondary, secondary, tertiary, tertiary, secondary, tertiary, primary, tertiary, tertiary, primary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, tertiary, primary, primary, primary, primary, primary, tertiary, tertiary, tertiary, secondary, tertiary, tertiary, primary, secondary, primary, tertiary, tertiary, secondary, primary, primary, primary, tertiary, tertiary, tertiary, tertiary, secondary, secondary, secondary, secondary, secondary, secondary, primary, primary, secondary, secondary, secondary, primary, tertiary, tertiary, primary, secondary, tertiary","LINESTRING (1.4424438000000004 44.44236200000001, 1.4423069999999998 44.442709000000015, 1.4422888000000011 44.4427668, 1.4422770000000003 44.442804300000006)","30, 30, 30, 0, 30, 30, 0, 30, 30, 30, 0, 0, 50, 50, 30, 0, 30, 30, 30, 0, 30, 30, 0, 0, 30, 30, 30, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 0, 50, 30, 50, 50, 50, 0, 30, 30, 0, 0, 30, 0, 30, 50, 0, 0, 30, 30, 30, 0, 0, 30, 30, 30, 30, 30, 0, 30, 30, 30, 50, 30, 30, 30, 30, 50, 30, 0, 30, 30, 0"
